country_code,country,geography_code,geography,geography_type,group_code,group_name,group_type,start_date,end_date,job_postings_count,population
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,4593,2157990.0
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,4537,2157990.0
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,5661,2157990.0
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,6206,2157990.0
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,6318,2157990.0
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,6748,2157990.0
US,United States of America,28140,"Kansas City, MO-KS",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,6256,2157990.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,5973,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,7463,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,5255,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,7045,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,6283,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,6749,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,7200,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,6856,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,6669,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,7283,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,6209,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,4370,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,4173,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,3603,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,2576,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,2822,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,2918,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,3538,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,3651,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,3702,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,4501,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,4987,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,5066,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,5744,2266715.0
US,United States of America,29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,4766,2266715.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,36589,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,41338,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,30129,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,43076,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,31922,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,41728,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,40339,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,40427,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,37485,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,41182,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,40319,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,31142,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,26258,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,23078,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,22148,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,20537,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,18287,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,22625,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,23044,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,20188,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,24656,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,28702,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,26920,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,32255,13214799.0
US,United States of America,31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,27779,13214799.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,4174,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,4196,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,3320,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,4433,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,4141,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,4382,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,4952,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,4341,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,4604,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,4692,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,4386,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,4424,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,3160,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,3478,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,3216,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,2925,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,2610,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,2953,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,2679,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,2497,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,3633,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,4531,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,4634,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,4787,1297452.0
US,United States of America,31140,"Louisville/Jefferson County, KY-IN",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,3981,1297452.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,3909,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,4033,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,3378,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,4241,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,3283,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,4185,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,4332,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,4203,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,4051,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,4228,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,3760,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,3332,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,2998,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,2689,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,2776,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,2510,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,2016,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,2549,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,2507,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,2738,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,3030,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,3736,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,3652,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,4138,1354304.0
US,United States of America,32820,"Memphis, TN-MS-AR",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,3640,1354304.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,13929,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,17030,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,14391,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,16816,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,13958,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,16727,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,15897,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,15258,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,15825,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,14515,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,14754,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,10492,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,9231,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,8382,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,8712,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,6965,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,6642,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,8191,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,8008,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,9022,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,10540,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,10221,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,10970,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,12222,6166488.0
US,United States of America,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,10665,6166488.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,5989,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,6348,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,5021,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,7146,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,6096,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,6017,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,6878,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,7406,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,6350,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,6279,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,6914,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,5036,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,5230,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,4315,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,4443,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,4329,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,3533,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,3961,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,3113,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,3892,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,4602,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,4663,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,5004,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,5489,1575179.0
US,United States of America,33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,4886,1575179.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,12895,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,12991,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,10341,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,15024,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,13344,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,13421,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,13893,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,13152,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,15122,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-03-08,2020-03-14,12727,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-03-15,2020-03-21,15213,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-03-22,2020-03-28,12872,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-03-29,2020-04-04,9542,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-04-05,2020-04-11,10542,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-04-12,2020-04-18,9753,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-04-19,2020-04-25,8621,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-04-26,2020-05-02,7875,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-05-03,2020-05-09,9328,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-05-10,2020-05-16,8387,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-05-17,2020-05-23,9161,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-05-24,2020-05-30,10419,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-05-31,2020-06-06,10919,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-06-07,2020-06-13,11416,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-06-14,2020-06-20,11997,3654908.0
US,United States of America,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Area,Total,Total,Total,2020-06-21,2020-06-27,9207,3654908.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-01-05,2020-01-11,6774,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-01-12,2020-01-18,8625,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-01-19,2020-01-25,7542,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-01-26,2020-02-01,8162,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-02-02,2020-02-08,6807,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-02-09,2020-02-15,8435,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-02-16,2020-02-22,8584,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-02-23,2020-02-29,8782,1959495.0
US,United States of America,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Area,Total,Total,Total,2020-03-01,2020-03-07,7337,1959495.0
